Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2006,5,Oklahoma,Norovirus Genogroup II,unknown,Confirmed,Grocery store,6,0,0,"cake, unspecified",
2006,7,Oklahoma,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,21,0,0,unspecified vegetables; lettuce based salads; shrimp dishes unspecified,
2006,10,Texas,,,,Restaurant - other or unknown type,18,10,0,,
2006,2,Kansas,,,,Restaurant - other or unknown type,4,0,0,chinese,
2006,6,Kansas,,,,Restaurant - other or unknown type,4,0,0,"fried rice, unspecified; chinese",
2007,2,Arizona,,,,Restaurant - other or unknown type,8,0,0,,
2006,11,California,,,,Restaurant - other or unknown type,2,0,0,,
2006,10,California,Trichinella spiralis,,Confirmed,Other (describe in remarks),2,1,0,"bear, unspecified",
2007,3,Kansas,,,,Restaurant - other or unknown type,3,2,0,,
2007,3,Kansas,,,,Restaurant - other or unknown type,5,0,0,,
2007,2,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,11,0,0,,
2006,6,California,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type; Private home/residence; Other (describe in remarks),27,0,0,"oysters, raw",
2006,12,Florida,,,,Restaurant - other or unknown type,8,0,0,shrimp,
2007,3,Maryland,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,7,0,0,"refried beans, unspecified",
2006,12,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,0,,
2006,12,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),23,0,0,,
2006,12,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),19,3,0,stuffed potato puffs,
2006,6,California,Salmonella enterica,Typhimurium,Confirmed,Banquet Facility (food prepared and served on-site); Other (describe in remarks),39,0,0,chicken skewers,
2006,5,Florida,,,,Restaurant - other or unknown type,7,0,0,shrimp,
2007,3,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,19,3,0,dill dip; raspberry dressing,
2006,9,Arizona,Salmonella enterica,Oranienburg,Confirmed,Restaurant - other or unknown type,59,,0,hard ice tea,
2007,1,Colorado,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,7,0,0,,
2007,2,Georgia,,,,Restaurant - other or unknown type,8,0,0,,
2007,1,Washington,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,56,0,0,lettuce based salads; biscuits,
2007,3,Ohio,,,,Restaurant - other or unknown type,5,0,0,,
2007,3,Ohio,,,,Restaurant - other or unknown type,4,0,0,pizza,
2007,1,Colorado,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site); Grocery store,19,0,0,honeydew melon; caramel rolls,
2007,3,Connecticut,,,,Restaurant - other or unknown type,6,0,0,"refried beans, unspecified",
2007,3,Illinois,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,23,1,0,,
2006,12,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,0,0,"fish, escolar",
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Other (describe in remarks),33,,0,"beef, other",
2006,12,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,4,0,0,,
2007,1,Florida,,,,Restaurant - other or unknown type,6,0,0,,
2007,3,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,1,0,,
2006,12,Michigan,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,61,1,0,fruit salad; green salad; pasta salad,
2007,3,Florida,,,,Restaurant - other or unknown type,5,0,1,mutiple mexican foods,
2006,12,Massachusetts,Salmonella enterica,Uganda,Confirmed,Restaurant - other or unknown type,29,0,0,,
2007,3,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,7,0,0,fruit salad,
2006,8,California,Other - Parasite,,Confirmed,Restaurant - other or unknown type; Other (describe in remarks),18,2,0,"crab, unspecified",
2007,3,Massachusetts,,,,Restaurant - other or unknown type,57,1,0,,
2006,5,Iowa,,,,Restaurant - other or unknown type,37,0,0,,
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,24,,0,"sausage, beef",
2007,3,Ohio,,,,Restaurant - other or unknown type,2,0,0,rice,
2007,3,Ohio,,,,Restaurant - other or unknown type,2,0,0,pizza,
2007,2,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,6,1,0,,
2007,1,Florida,,,,Restaurant - other or unknown type,5,,,"onion, unspecified",
2007,1,Florida,,,,Grocery store,2,,,"fish, catfish",
2007,3,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,20,0,0,mixed fruit,
2006,12,Michigan,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,15,0,0,,
2007,2,Florida,,,,Restaurant - other or unknown type,5,,,"taco, chicken",
2006,11,Michigan,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,318,10,0,,
2006,11,Ohio,,,,Restaurant - other or unknown type,9,,0,,
2006,9,Pennsylvania,Campylobacter jejuni,,Confirmed,Unknown,3,0,0,,
2007,3,Illinois,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,0,0,,
2006,11,Pennsylvania,Campylobacter jejuni,,Confirmed,Unknown,2,0,0,,
2007,2,Arizona,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,100,0,0,"stew/chili, other",
2007,2,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,15,0,0,multiple salads,
2007,3,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Religious facility,18,0,0,,
2007,1,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,10,0,0,,
2006,9,Pennsylvania,Campylobacter jejuni,,Confirmed,Unknown,3,0,0,,
2006,7,Pennsylvania,Campylobacter fetus,,Confirmed,Unknown,2,1,0,,
2006,12,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,10,2,0,egg baked/casserole,
2007,2,Arizona,,,,Restaurant - other or unknown type,6,0,0,"oysters, raw",
2007,1,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,0,green salad,
2007,1,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,0,,
2007,3,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,"seafood dish, unspecified",
2007,1,Georgia,Salmonella enterica,Montevideo,Confirmed,Restaurant - other or unknown type,31,14,0,"pork, smoked",
2007,3,Florida,,,,Restaurant - other or unknown type,2,,,"chicken, fried",
2007,2,Alaska,Salmonella enterica,Typhimurium,Confirmed,Private home/residence; Other (describe in remarks),18,1,0,,
2006,4,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,9,0,0,"sandwich, submarine",
2007,2,Kansas,,,,Restaurant - other or unknown type,3,0,0,,
2007,3,Kansas,,,,Restaurant - other or unknown type,5,0,0,,
2007,3,Kansas,,,,Restaurant - other or unknown type,4,0,0,,
2007,3,Kansas,,,,Restaurant - other or unknown type,3,0,0,,
2007,3,Kansas,Salmonella enterica; Salmonella enterica,Typhimurium var Cope; Hadar,Confirmed; Confirmed,Restaurant - other or unknown type,9,1,0,,
2007,4,Ohio,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,2,0,0,,
2007,3,Ohio,,,,Restaurant - other or unknown type,5,0,0,"ice cream, soft serve",
2007,4,Ohio,Clostridium perfringens,,Confirmed,Private home/residence; Office/indoor workplace,30,0,0,shredded chicken,
2007,3,Colorado,,,,Restaurant - other or unknown type,8,0,0,,
2007,3,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,yellowfin tuna,fin fish
2007,3,Georgia,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,6,0,0,"salsa, unspecified; chips, tortilla",
2007,2,Florida,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,16,0,0,chicken salad,
2007,4,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5,0,0,,
2006,5,Multistate,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type; Private home/residence; Banquet Facility (food prepared and served on-site); Grocery store; Other (describe in remarks),177,2,0,oysters,
2007,3,Florida,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,7,0,0,,
2006,5,Indiana,Salmonella enterica,Typhimurium,Confirmed,Grocery store,199,39,0,"deli meat, unspecified",
2007,1,Pennsylvania,Norovirus Genogroup I,GI_1,Suspected,Grocery store,8,0,0,"cake, marble; cake, marble",
2007,2,Pennsylvania,,,,Restaurant - other or unknown type,2,0,0,,
2006,5,Indiana,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),31,0,0,"sandwich, turkey",
2006,7,Indiana,Norovirus unknown,,Confirmed,Other (describe in remarks),21,0,0,,
2006,8,Indiana,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,28,0,0,,
2007,3,Washington,Clostridium perfringens,,Confirmed,Other (describe in remarks),16,1,0,"beef, stew",
2007,4,New York,Norovirus unknown,,Confirmed,Private home/residence; Grocery store,16,0,0,vanilla cake,other baked goods
2006,12,Indiana,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,23,,0,,
2006,11,Arizona,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type; Private home/residence,13,5,0,"eggs, over-easy",
2006,10,Indiana,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,100,,,,
2007,2,Indiana,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,15,6,0,"eggs, scrambled",
2006,12,Indiana,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,15,1,0,,
2007,3,Georgia,Norovirus Genogroup I,unknown,Confirmed,Banquet Facility (food prepared and served on-site),63,0,0,,
2007,2,Georgia,,,,Private home/residence,10,0,0,,
2007,3,Alaska,Clostridium botulinum,,Confirmed,Private home/residence,2,2,0,specialty/ethnic dishes,
2007,3,Rhode Island,Scombroid toxin,,Confirmed,Other (describe in remarks),3,0,0,"tuna, unspecified",
2007,3,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,0,0,"fish, escolar",fin fish
2007,4,Ohio,,,,Restaurant - other or unknown type,6,,,,
2007,4,Illinois,,,,Restaurant - other or unknown type,6,,0,,
2007,4,Illinois,,,,Restaurant - other or unknown type,8,0,0,,
2007,3,Maryland,Norovirus unknown,,Suspected,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),35,0,0,"roast beef, other; tap water",
2007,3,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,47,0,0,,
2007,4,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,14,0,0,,
2007,3,Florida,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),26,,,pasta salad,
2007,4,Wyoming,Campylobacter jejuni,,Confirmed,Other (describe in remarks),12,0,0,,
2007,3,Wyoming,Salmonella enterica,Muenster,Confirmed,Restaurant - other or unknown type,14,2,0,,
2007,4,New York,Norovirus Genogroup I,,Confirmed,Private home/residence,10,0,0,,
2007,4,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Caterer (food prepared off-site from where served),17,0,0,,
2007,4,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),50,0,0,"sandwich, unspecified; lettuce-based salads unspecified",
2007,3,Vermont,,,,,3,2,0,,
2007,4,Kansas,Norovirus unknown,,Confirmed,School/college/university,97,0,0,,
2007,4,Kansas,,,,Restaurant - other or unknown type,2,2,0,,
2007,4,Kansas,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,27,0,0,,
2007,3,Rhode Island,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),10,0,0,,
2007,4,Ohio,,,,Restaurant - other or unknown type,7,0,0,,
2007,4,Ohio,,,,Restaurant - other or unknown type,2,0,0,,
2007,4,Ohio,,,,Private home/residence,2,1,0,,
2007,4,Ohio,,,,Restaurant - other or unknown type,2,0,0,,
2007,4,Ohio,,,,Restaurant - other or unknown type,2,0,0,milkshake,
2007,4,Georgia,Clostridium perfringens,,Confirmed,Grocery store,9,0,0,"chicken, curry",
2007,4,Maryland,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,17,0,0,lettuce-based salads unspecified,
2007,5,Illinois,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,41,0,0,,
2007,4,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Caterer (food prepared off-site from where served),86,0,0,potato salad,
2007,3,North Dakota,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,16,0,0,,
2006,9,California,Other - Chemical/Toxin,,Suspected,Other (describe in remarks),13,0,0,,
2007,1,Hawaii,,,,Restaurant - other or unknown type,35,0,0,,
2007,4,Florida,,,,Restaurant - other or unknown type,4,,,"plantains, unspecified",
2007,3,Pennsylvania,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),8,3,0,jerky,
2006,12,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Grocery store,20,0,0,"chicken, unspecified",
2006,4,California,Other - Bacterium,,Suspected,"Fair, festival, other temp or mobile services; Office/indoor workplace",14,0,0,"cookies, unspecified",
2007,3,California,Norovirus unknown,,Suspected,,44,1,0,,
2006,11,California,Puffer fish tetrodotoxin,,Suspected,Restaurant - other or unknown type,2,2,0,"soup, puffer fish",
2007,3,California,Norovirus Genogroup I,,Confirmed,Camp,21,0,0,,
2007,3,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,,
2007,3,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Grocery store,6,0,0,multiple foods,
2006,12,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,15,0,0,,
2006,11,California,Norovirus Genogroup I,,Suspected,Office/indoor workplace,31,0,0,,
2007,3,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,0,chicken,
2007,3,Minnesota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,10,7,0,"ground beef, unspecified",
2007,4,Minnesota,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,5,0,0,,
2007,4,Minnesota,Hepatitis A,,Confirmed,Restaurant - other or unknown type,8,3,0,,
2007,4,Minnesota,,,,Private home/residence; Religious facility,13,1,0,,
2007,4,Kansas,,,,Restaurant - other or unknown type; Private home/residence,7,,,,
2007,4,Maryland,Norovirus Genogroup II,unknown,Confirmed,Private home/residence; Other (describe in remarks),10,0,0,"lemonade, unspecified; turkey salad; ice","fruit, unspecified; water; turkey; water"
2007,4,New York,,,,Restaurant - other or unknown type,5,0,0,"salmon, unspecified",fin fish
2006,8,Multistate,Salmonella enterica,Potsdam,Confirmed,Restaurant - other or unknown type,19,1,0,multiple foods,
2007,4,California,Campylobacter unknown,,Suspected,Restaurant - other or unknown type,3,1,0,,
2006,10,California,Campylobacter unknown,,Confirmed,,10,2,0,"chicken, soy sauce; pork, soy sauce",
2007,1,California,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),28,0,0,,
2007,4,Florida,,,,Restaurant - other or unknown type,2,,,"salmon, raw",
2007,4,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,2,,,buffet,
2007,4,Florida,,,,Restaurant - other or unknown type,2,,,chow mein,
2007,4,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,"sandwich, steak",
2006,3,Alabama,Clostridium perfringens,,Suspected,Prison/jail,741,,,"chicken, baked",
2007,4,California,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4,0,0,,
2007,5,Tennessee,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,11,0,0,,
2007,4,Oregon,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,8,0,0,,
2007,4,Massachusetts,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,21,1,0,,
2007,3,Arizona,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,6,0,0,,
2007,3,Arizona,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,8,0,0,,
2007,3,Arizona,,,,Restaurant - other or unknown type,5,0,0,,
2007,5,California,Other - Chemical/Toxin,,Suspected,Office/indoor workplace,3,0,0,,
2007,3,Arizona,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,5,0,0,,
2007,3,Arizona,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,3,0,0,,
2007,1,Florida,Norovirus Genogroup I,unknown,Suspected,Restaurant - other or unknown type; Private home/residence; Grocery store,13,0,0,spinach artichoke dip; coleslaw; cake,
2007,5,Kansas,,,,Restaurant - other or unknown type,3,0,0,,
2007,3,New York,Campylobacter jejuni,,Confirmed,Restaurant - other or unknown type,2,0,0,"duck, liver","duck, liver"
2007,2,Florida,Ciguatoxin,,Confirmed,Private home/residence,3,0,0,"fish, amberjack",fin fish
2007,3,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,1,0,"tuna, unspecified",fin fish
2007,4,Ohio,,,,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),10,0,0,,
2007,4,Ohio,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,2,0,0,,
2007,5,Ohio,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,7,0,0,"ground beef, other",
2007,4,Ohio,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private home/residence,6,0,0,,
2007,5,Ohio,Salmonella enterica,Enteritidis,Suspected,Private home/residence,2,1,0,,
2007,5,Ohio,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,100,2,0,"sandwich, submarine",
2007,5,Ohio,,,,Restaurant - other or unknown type,3,0,0,,
2007,5,Ohio,,,,Restaurant - other or unknown type,2,0,0,,
2007,5,Ohio,,,,Private home/residence,30,0,0,"sandwich, turkey",
2007,5,Ohio,,,,Caterer (food prepared off-site from where served),7,0,0,,
2007,5,Ohio,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site); Other (describe in remarks),16,1,0,,
2007,5,Ohio,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,3,2,0,"chicken, fried",
2007,2,South Carolina,Norovirus Genogroup II; Norovirus Genogroup I,unknown; unknown,Confirmed; Confirmed,Restaurant - other or unknown type,43,0,0,,
2006,10,Nevada,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,4,0,0,,
2007,2,Colorado,Norovirus unknown,,Suspected,Restaurant - other or unknown type,15,0,0,"green salad; pizza, pep/ham/sausage",
2007,4,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,7,0,0,multiple foods,
2007,5,New York,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,5,0,0,shrimp,crustacean
2007,5,New York,Bacillus cereus,,Suspected,School/college/university,27,0,0,"ham, other",pork
2007,4,Colorado,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,17,0,0,,
2007,4,South Carolina,Salmonella enterica,Schwarzengrund,Confirmed,Restaurant - other or unknown type,14,3,0,,
2007,5,South Carolina,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,40,1,0,,
2007,5,South Carolina,Staphylococcus aureus,,Confirmed,Private home/residence,21,1,0,"pork, other; chicken, casserole",
2006,12,Florida,Salmonella enterica,,Confirmed,Restaurant - other or unknown type,7,3,,"pork, roasted",
2007,5,Washington DC,Ciguatoxin,,Confirmed,Private home/residence,9,0,0,fish,
2007,5,Illinois,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,11,0,0,,
2007,1,Michigan,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,"tuna, unspecified",
2007,3,Michigan,,,,Other (describe in remarks),11,0,0,"sausage, unspecified",
2007,4,Iowa,,,,Restaurant - other or unknown type,7,,,,
2007,4,Illinois,Norovirus Genogroup I,unknown,Suspected,Private home/residence,31,0,0,,
2007,4,Iowa,,,,School/college/university,63,0,0,,
2007,5,Illinois,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,44,0,0,,
2007,5,Illinois,,,,Private home/residence; Grocery store,7,0,0,,
2007,2,Washington,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),14,0,0,"sandwich, other",
2007,4,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,,,lettuce-based salads unspecified,
2007,5,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,2,1,0,chicken salad,vine-stalk eg. tomato
2007,5,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,0,pasta salad,
2007,5,Georgia,Norovirus Genogroup I,unknown,Confirmed,Private home/residence,10,0,0,strawberries,"fruit, unspecified"
2007,4,Colorado,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,4,0,0,"sushi, unspecified",
2007,1,Colorado,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,13,0,0,,
2007,5,Kansas,,,,Restaurant - other or unknown type,2,0,0,,
2007,1,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,2,,,,
2007,3,California,Brucella unknown,,Confirmed,Grocery store,3,1,0,"queso fresco, unpasteurized",
2007,4,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,3,0,0,french fries,
2007,4,Louisiana,Salmonella enterica,Braenderup,Confirmed,,31,5,1,"chicken, bbq",chicken
2007,4,Louisiana,Clostridium perfringens,,Confirmed,Prison/jail,41,3,0,,
2007,5,Georgia,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,4,0,0,,
2007,5,Connecticut,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,7,0,0,tap water,water
2007,6,New York,,,,Caterer (food prepared off-site from where served),14,0,0,unspecified fruit,"fruit, unspecified"
2007,5,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,6,1,0,"chicken dishes, unspecified",chicken
2007,5,Maryland,,,,Restaurant - other or unknown type,3,0,0,"pancakes, unspecified",
2007,5,Washington,Salmonella enterica,"IV 50:z4,z23:-",Confirmed,Restaurant - other or unknown type,2,0,0,"salsa, unspecified",
2007,6,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,0,,
2007,5,Iowa,Norovirus Genogroup I,,Suspected,Private home/residence,11,0,0,chicken salad,
2006,3,Illinois,Salmonella enterica; Salmonella enterica,Newport; Meleagridis,Confirmed; Confirmed,Unknown,96,36,0,"other cheese, unpasteurized",
2007,4,Missouri,,,,Restaurant - other or unknown type,4,0,0,lettuce,
2007,5,Alaska,Clostridium botulinum,,Confirmed,Private home/residence,2,2,0,"seafood, other",
2007,4,Missouri,Salmonella enterica,Muenchen,Confirmed,Unknown,22,5,0,,
2007,5,Connecticut,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,14,0,0,house salad; ice,
2007,5,Pennsylvania,Norovirus unknown,,Suspected,Restaurant - other or unknown type,34,0,0,"stuffing, unspecified",
2007,5,Florida,Salmonella enterica,Baildon,Confirmed,Restaurant - other or unknown type,2,0,0,"salsa, unspecified",
2007,5,New York,,,,Restaurant - other or unknown type,8,0,0,,
2007,6,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,0,0,,
2007,3,Pennsylvania,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,6,0,"steak, sirloin; steak, beef tips",
2007,4,Arizona,,,,Restaurant - other or unknown type,5,0,0,,
2007,6,Illinois,Salmonella enterica,Montevideo,Confirmed,Grocery store,9,1,0,red salsa; pig head; green salsa,
2007,4,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Other (describe in remarks),23,0,0,,
2007,5,Illinois,Hepatitis A,,Confirmed,Private home/residence,2,0,,,
2007,3,California,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,5,0,0,"beans, unspecified",
2007,2,California,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,27,0,0,multiple foods,
2007,4,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,21,0,0,"lasagna, vegetarian",
2007,5,California,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,25,1,0,chicken stir fry,
2007,4,Arizona,,,,Restaurant - other or unknown type,11,0,0,,
2007,4,Arizona,,,,Restaurant - other or unknown type; Private home/residence,9,0,0,,
2007,1,Oregon,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type; Private home/residence,12,0,0,,
2007,6,Oregon,Salmonella enterica,Enteritidis,Confirmed,Grocery store,7,1,0,crabcake,
2007,5,Illinois,Puffer fish tetrodotoxin,,Confirmed,Private home/residence,2,1,0,"soup, puffer fish",
2007,5,Ohio,,,,Private home/residence,14,0,0,,
2007,5,Ohio,Norovirus Genogroup II,unknown,Confirmed,Office/indoor workplace,18,0,0,,
2007,6,Ohio,Other - Chemical/Toxin,,Suspected,Other (describe in remarks),2,0,0,nuts,
2007,6,Ohio,,,,Caterer (food prepared off-site from where served),3,0,0,"sandwich, turkey",
2007,6,Ohio,,,,Restaurant - other or unknown type,2,1,0,"ground beef, cheeseburger",
2007,6,Ohio,,,,Restaurant - other or unknown type,2,0,0,"soup, other",
2007,6,Connecticut,,,,Banquet Facility (food prepared and served on-site),31,0,0,"potato salad; lemon, unspecified; scallops, baked",
2007,4,California,Norovirus Genogroup I,GI_1,Confirmed,Restaurant - other or unknown type,23,0,0,,
2007,5,Florida,,,,Restaurant - other or unknown type,2,,,"ribs, pork",
2007,5,Florida,,,,Restaurant - other or unknown type,13,,,"pork, bbq",
2007,5,Pennsylvania,Norovirus Genogroup I,GI_1,Confirmed,Prison/jail,98,0,0,"chicken; sandwich, chicken; ham, other; mixed vegetables, carrots and celery",
2007,2,New York,,,,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),23,0,0,deli tray,
2007,6,Kansas,,,,Restaurant - other or unknown type,3,0,0,,
2007,2,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,,,multiple foods,
2007,2,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,15,,,"refried beans, unspecified; rice, steamed",
2007,4,Georgia,Salmonella enterica,Berta,Confirmed,Restaurant - other or unknown type,5,1,0,,
2007,3,Florida,,,,Restaurant - other or unknown type,4,,,"ethnic style, buffet",
2007,3,Florida,,,,Restaurant - other or unknown type,4,,,"sandwich, cuban",
2007,4,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,,,"nachos, unspecified",
2007,4,Florida,,,,Restaurant - other or unknown type,2,,,"ethnic style, buffet",
2006,12,California,,,,Restaurant - other or unknown type,5,0,0,,
2007,5,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,black beans,
2007,4,Florida,Norovirus Genogroup I,,Suspected,Private home/residence,6,,,"ham, unspecified",
2007,5,Hawaii,Ciguatoxin,,Confirmed,Office/indoor workplace,3,0,0,"fish, wahanui",fin fish
2007,4,Hawaii,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,9,0,0,"sandwich, other specialty",
2007,2,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"fish, mahi mahi",
2007,3,Hawaii,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,5,0,"mesclun mix, unspecified",
