Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2014,January,Colorado,Restaurant,,,Norovirus,,Confirmed,46,0,0
2014,January,Colorado,Restaurant,,,Norovirus,,Confirmed,46,0,0
2014,January,Connecticut,Grocery Store,Pizza,,Norovirus genogroup I,GI_3B,Confirmed,16,0,0
2014,January,Florida,Restaurant,,,,,,6,0,0
2014,January,Florida,Private Home/Residence,"Sandwich, Speciality",,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,37,2,0
2014,January,Florida,Restaurant,Salads,,Norovirus unknown,,Suspected,4,0,0
2014,January,Florida,Restaurant,,,,,,3,0,0
2014,January,Florida,Restaurant,,,Norovirus unknown,,Suspected,12,0,0
2014,January,Florida,Private Home/Residence; Grocery Store,,,,,,44,,
2014,January,Georgia,Catering Service,,,Clostridium perfringens,,Suspected,225,0,0
2014,January,Illinois,Restaurant,,,,,,7,0,0
2014,January,Indiana,Restaurant,,,Staphylococcus unknown,,Suspected,4,0,0
2014,January,Louisiana,Private Home/Residence,"Oysters, Raw",,Norovirus genogroup II,,Confirmed,6,0,0
2014,January,Maine,,"Milk, Unpasteurized","Milk, Unpasteurized",Cryptosporidium parvum,IIaA15G2R1,Confirmed,4,0,0
2014,January,Maryland,Catering Service,,,Norovirus genogroup II,GII_2,Confirmed,19,0,0
2014,January,Massachusetts,Private Home/Residence,"Chicken, Casserole",Chicken,Salmonella enterica,Enteritidis,Confirmed,20,0,0
2014,January,Massachusetts,,,,Salmonella enterica,Dublin,Confirmed,2,1,0
2014,January,Massachusetts,Private Home/Residence,,,Salmonella enterica,Schwarzengrund,Confirmed,4,,0
2014,January,Michigan,Restaurant; Catering Service; Religious Facility,,,Norovirus genogroup I,GI_3,Confirmed,62,0,0
2014,January,Michigan,Catering Service,,,,,,2,0,0
2014,January,Minnesota,Restaurant; Catering Service,Chocolate Covered Strawberries,,Norovirus genogroup II,,Suspected,8,1,0
2014,January,Minnesota,Restaurant,"Sandwich, Ham",Bread; Ham,Norovirus genogroup II,,Confirmed,14,0,0
2014,January,Minnesota,Restaurant,"Sushi, Various Types",,Norovirus genogroup I,,Confirmed,8,0,0
2014,January,Minnesota,Restaurant,Rolls,,Salmonella enterica,Enteritidis,Confirmed,36,2,0
2014,January,Multistate,Private Home/Residence,Ground Beef,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,0,0
2014,January,Multistate,Private Home/Residence,Chia Seed Powder,,Salmonella enterica; Salmonella enterica; Salmonella enterica,Newport; Hartford; Oranienburg,Confirmed; Confirmed; Confirmed,31,5,0
2014,January,Multistate,Private Home/Residence,Nut Butter (Almond And Peanut),,Salmonella enterica,Braenderup,Confirmed,6,1,0
2014,January,Nebraska,Nursing Home/Assisted Living Facility,,,Norovirus genogroup II,,Confirmed,19,0,0
2014,January,New York,Restaurant,Chicken Nachos,,,,,3,0,0
2014,January,Ohio,Restaurant,,,Norovirus genogroup I,GI_6,Confirmed,8,0,0
2014,January,Ohio,Restaurant,,,,,,2,0,0
2014,January,Ohio,School/College/University,,,Salmonella enterica,Enteritidis,Confirmed,8,3,0
2014,January,Oregon,Restaurant,Oysters,Oysters,Campylobacter coli,,Confirmed,5,3,0
2014,January,Pennsylvania,,Raw Milk,,Campylobacter unknown,,Confirmed,2,0,0
2014,January,Tennessee,Fast Food Restaurant,,,Norovirus genogroup I,Unknown,Confirmed,17,0,0
2014,January,Texas,Restaurant,Chicken,,,,,2,0,0
2014,January,Virginia,Grocery Store,Submarine Sandwich,,Norovirus genogroup I,GI_3B,Confirmed,34,0,0
2014,January,Virginia,Catering Service,,,Norovirus genogroup I,GI_3B,Confirmed,19,0,0
2014,January,Washington,Restaurant,,,Norovirus unknown,,Suspected,3,0,0
2014,January,Washington,Restaurant,,,Norovirus unknown,,Suspected,3,0,0
2014,January,Washington,Fast Food Restaurant,,,Norovirus unknown,,Suspected,4,0,0
2014,January,Wisconsin,Restaurant,,,Norovirus genogroup II,GII_3 ,Confirmed,8,0,0
2014,January,Wisconsin,Fast Food Restaurant,,,Norovirus genogroup I,GI_3B,Confirmed,34,0,0
2014,February,Alaska,Restaurant,Goat,Goat,Salmonella enterica,Stanley,Confirmed,3,0,0
2014,February,Arizona,Banquet Facility,,,Norovirus genogroup II,,Confirmed,8,0,0
2014,February,Arizona,Fast Food Restaurant,,,Salmonella enterica,Agona,Confirmed,9,2,0
2014,February,California,Catering Service,"Beans, Unspecified",,,,,15,0,0
2014,February,California,Restaurant,Lettuce Based Salads,,Norovirus unknown,,Confirmed,24,2,1
2014,February,California,School/College/University,"Rice, Unspecified (Source Unknown)",,,,,5,0,0
2014,February,California,Restaurant,,,Shigella sonnei,,Confirmed,8,0,0
2014,February,California,Restaurant; Private Home/Residence,Tuna Filets (Albacore And Ahi Tuna),Tuna,Scombroid toxin,,Confirmed,6,0,0
2014,February,California,Fast Food Restaurant,Tacos,,,,,11,0,0
2014,February,California,Fast Food Restaurant,,,,,,3,0,0
2014,February,California,Restaurant,Cherry Tomato,Cherry Tomato,,,,13,0,0
2014,February,Colorado,Catering Service,,,Chemical or toxin,,Suspected,3,0,0
2014,February,Connecticut,Private Home/Residence; Grocery Store,,,Norovirus genogroup II,GII_7,Confirmed,8,0,0
2014,February,Connecticut,Fast Food Restaurant,Pork,Pork,Salmonella enterica,Infantis,Confirmed,10,5,0
2014,February,Florida,Private Home/Residence,"Fish, Seabass",,Ciguatoxin,,Confirmed,3,0,0
2014,February,Georgia,Restaurant,,,Norovirus unknown,,Suspected,12,0,0
2014,February,Illinois,,,,Chemical or toxin,,Confirmed,4,3,0
2014,February,Illinois,Banquet Facility,,,Norovirus unknown,,Suspected,6,0,0
2014,February,Illinois,Restaurant,,,,,,4,0,0
2014,February,Illinois,Restaurant,,,Norovirus unknown,,Suspected,2,0,0
2014,February,Iowa,Restaurant,,,Norovirus,,Confirmed,8,0,0
2014,February,Maryland,Restaurant,,,,,,4,0,0
2014,February,Maryland,Restaurant,,,,,,7,0,0
2014,February,Michigan,Restaurant,,,,,,2,0,0
2014,February,Michigan,,"Tortilla, Unspecified",,,,,4,0,0
2014,February,Minnesota,Restaurant,,,Norovirus genogroup IV; Norovirus genogroup II,GII_3 ,Confirmed; Confirmed,13,1,0
2014,February,Minnesota,Fast Food Restaurant,,,Norovirus genogroup I,,Confirmed,7,0,0
2014,February,New Jersey,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,6,4,0
2014,February,New Mexico,Restaurant,,,Norovirus unknown,,Suspected,15,0,0
2014,February,North Carolina,Nursing Home/Assisted Living Facility,,,,,,15,0,0
2014,February,Ohio,Restaurant,,,Norovirus genogroup II,GII_7,Confirmed,6,0,0
2014,February,Ohio,Restaurant,Chicken,,Salmonella enterica,Oranienburg,Suspected,4,0,0
2014,February,Ohio,Restaurant,,,,,,2,0,0
2014,February,Ohio,Fast Food Restaurant,,,Norovirus genogroup I,GI_6,Confirmed,2,0,0
2014,February,Ohio,Private Home/Residence,,,Norovirus genogroup II,GII_7,Confirmed,20,0,0
2014,February,Ohio,Fast Food Restaurant,Burritos,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0,0
2014,February,Ohio,Restaurant,Chicken; Lettuce,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,3,0,0
2014,February,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0,0
2014,February,Oklahoma,,,,Norovirus genogroup II,Unknown,Confirmed,63,1,0
2014,February,Oregon,,,,,,,3,,
2014,February,Pennsylvania,Restaurant,Meatballs; Sausage; Peppers,,Bacillus cereus,,Confirmed,15,0,0
2014,February,South Carolina,Restaurant,,,Norovirus genogroup II,,Confirmed,22,0,0
2014,February,South Carolina,Catering Service,,,Salmonella enterica,Typhimurium,Confirmed,7,2,0
2014,February,Texas,Restaurant,Chicken; Broccoli; Carrots,,,,,2,0,0
2014,February,Texas,Restaurant,,,,,,4,0,0
2014,February,Texas,Catering Service,Chicken Dishes,,Salmonella enterica,Enteritidis,Confirmed,21,1,0
2014,February,Virginia,Restaurant,"Salad, Unspecified","Carrots; Cucumber; Peppers, Green; Tomato",Norovirus genogroup II,Other,Confirmed,44,0,0
2014,February,Washington,Restaurant,,,Norovirus unknown,,Confirmed,60,2,0
2014,February,Washington,Restaurant,,,Norovirus unknown,,Suspected,2,0,0
2014,February,Wisconsin,Restaurant,,,Shigella sonnei,,Confirmed,6,0,0
2014,February,Wyoming,,,,,,,4,0,0
2014,March,Alaska,Private Home/Residence,,,,,,21,0,0
2014,March,Arizona,Catering Service,,,Norovirus,,Suspected,30,0,0
2014,March,Arkansas,Restaurant,,,Norovirus unknown,,Suspected,9,1,0
2014,March,California,Fast Food Restaurant,"Sandwich, Unspecified",Lettuce,Norovirus unknown,,Confirmed,9,0,0
2014,March,California,Nursing Home/Assisted Living Facility,,,Norovirus unknown,,Confirmed,37,2,0
2014,March,California,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,1,0
2014,March,California,Restaurant,Tacos,,Norovirus unknown,,Confirmed,26,0,0
2014,March,California,Catering Service,,,Norovirus unknown,,Suspected,32,0,0
2014,March,California,Restaurant,,,Norovirus unknown,,Confirmed,5,1,0
2014,March,Colorado,Restaurant,,,Bacterium,,Suspected,3,0,0
2014,March,Connecticut,Catering Service,Fruit,,Sapovirus genogroup I,GI_2,Confirmed,14,0,0
2014,March,Connecticut,Restaurant,,,Norovirus genogroup II,,Suspected,5,0,0
2014,March,Connecticut,Restaurant,,,Norovirus genogroup II,,Suspected,4,0,0
2014,March,Florida,Restaurant,"Steak, Prime Rib",,,,,4,0,0
2014,March,Florida,Restaurant,"Fish, Other",,,,,8,0,0
2014,March,Florida,Catering Service,,,Norovirus genogroup II,Unknown,Suspected,15,0,0
2014,March,Florida,Restaurant,,,,,,7,0,0
2014,March,Florida,Restaurant,"Oysters, Raw",Oysters,,,,5,0,0
2014,March,Florida,Private Home/Residence,Dairy,"Queso Fresco, Unpasteurized; Milk, Unpasteurized",Campylobacter unknown,,Suspected,2,0,0
2014,March,Georgia,Restaurant,,,,,,4,0,0
2014,March,Georgia,School/College/University,,,Norovirus genogroup II,Unknown,Confirmed,94,0,0
2014,March,Georgia,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,14,0,0
2014,March,Illinois,Restaurant,,,Norovirus unknown,,Suspected,6,0,0
2014,March,Illinois,Restaurant,,,Salmonella enterica,,Confirmed,3,0,0
2014,March,Illinois,Restaurant,,,Norovirus unknown,,Suspected,8,0,0
2014,March,Illinois,Catering Service,,,Norovirus genogroup II,,Confirmed,4,0,0
2014,March,Illinois,,,,Norovirus genogroup I; Salmonella enterica,Enteritidis,Suspected; Suspected,10,0,0
2014,March,Illinois,Restaurant,,,Norovirus unknown,,Suspected,6,0,0
2014,March,Indiana,Unknown,"Candy, Fruit-Flavored Chewy",,Chemical or toxin,,Confirmed,2,0,0
2014,March,Iowa,Private Home/Residence,,,Norovirus,,Confirmed,23,0,0
2014,March,Iowa,Restaurant,,,Norovirus,,Confirmed,5,0,0
2014,March,Iowa,Restaurant,,,Norovirus,,Suspected,3,0,0
2014,March,Kansas,School/College/University,,,Norovirus genogroup II,,Suspected,64,1,0
2014,March,Kansas,Restaurant,"Beef, Brisket; Ribs, Unspecified; Smoked Sausage; Chicken","Beef, Brisket",Clostridium perfringens,,Confirmed,5,0,0
2014,March,Maryland,Restaurant,,,,,,5,0,0
2014,March,Maryland,Fast Food Restaurant,,,,,,2,0,0
2014,March,Massachusetts,Private Home/Residence; School/College/University,"Leaf Lettuce, Unspecified",Leafy Green,Salmonella,,Confirmed,11,2,0
2014,March,Michigan,Restaurant,Guacamole; Sour Cream,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,135,6,0
2014,March,Michigan,Restaurant,"Sauces, Unspecified",,Norovirus genogroup I,GI_3,Confirmed,294,0,0
2014,March,Michigan,Unknown,,,,,,2,0,0
2014,March,Michigan,Restaurant,,,,,,2,0,0
2014,March,Michigan,Restaurant,"Sushi, Unspecified",,,,,2,1,0
2014,March,Michigan,Restaurant,,,,,,10,0,0
2014,March,Michigan,Catering Service,,,,,,6,0,0
2014,March,Michigan,Private Home/Residence,Raw Milk,"Milk, Unpasteurized","Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0,0
2014,March,Minnesota,Banquet Facility,Pulled Pork,Pork,Clostridium perfringens,,Suspected,25,0,0
2014,March,Minnesota,Restaurant,,,Norovirus genogroup II,GII_13,Suspected,9,1,0
2014,March,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,,Confirmed,32,2,0
2014,March,Minnesota,Restaurant,Cranberry Cole Slaw,,Norovirus genogroup II,,Confirmed,12,1,0
2014,March,Minnesota,Restaurant,Salad; Bread Sticks,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,12,0,0
2014,March,Minnesota,,,,Norovirus genogroup II,GII_3 ,Suspected,14,0,0
2014,March,Minnesota,Restaurant; Catering Service,,,Norovirus genogroup II,,Confirmed,23,0,0
2014,March,Minnesota,Fast Food Restaurant; Private Home/Residence,,,Norovirus genogroup II,,Confirmed,9,0,0
2014,March,Minnesota,Fast Food Restaurant,Caesar Salad,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,8,0,0
2014,March,Minnesota,Restaurant; Banquet Facility,,,Norovirus,,Suspected,22,0,0
2014,March,Minnesota,Restaurant,,,Clostridium perfringens,,Suspected,3,0,0
2014,March,Missouri,Restaurant,,,,,,22,0,0
2014,March,Montana,Restaurant,,,,,,12,0,0
2014,March,Nebraska,Private Home/Residence; Grocery Store; School/College/University; Unknown,,,Norovirus genogroup II,,Confirmed,21,0,0
2014,March,Nevada,Private Home/Residence,,,Norovirus genogroup II,,Confirmed,25,0,0
2014,March,New Jersey,Restaurant,,,Norovirus genogroup I,,Confirmed,14,0,0
2014,March,New Jersey,Restaurant,Mangu,,Salmonella enterica,Enteritidis,Confirmed,5,4,0
2014,March,New Jersey,Restaurant,"Fish, Tuna",,Scombroid toxin,,Confirmed,2,0,0
2014,March,New York,Banquet Facility,Fruit Salad,,Norovirus genogroup II,,Confirmed,16,0,0
2014,March,New York,Restaurant,Kare Kare,Beef,Clostridium perfringens,,Suspected,6,0,0
2014,March,New York,Restaurant,,,Norovirus genogroup II; Norovirus genogroup I,,Confirmed; Confirmed,6,0,0
2014,March,New York,Restaurant,,,Norovirus genogroup II,,Suspected,24,1,0
2014,March,New York,Restaurant,Chicken Taco Salad,,,,,3,0,0
2014,March,Ohio,Private Home/Residence,,,,,,2,0,0
2014,March,Ohio,Restaurant,,,Norovirus,,Suspected,2,1,0
2014,March,Ohio,Restaurant,,,Norovirus genogroup II; Norovirus genogroup II,GII_7; GII_4 Sydney (2012),Confirmed; Confirmed,6,0,0
2014,March,Ohio,Fast Food Restaurant,"Hot Dog, Unspecified; Hamburger; Bun; Onions",,Norovirus,,Suspected,8,0,0
2014,March,Ohio,Restaurant,,,Norovirus genogroup II,GII_7,Confirmed,4,0,0
2014,March,Ohio,Unknown,,,Norovirus genogroup II,GII_3 ,Suspected,13,0,0
2014,March,Ohio,Restaurant,,,,,,8,0,0
2014,March,Ohio,Restaurant,,,Norovirus,,Suspected,7,0,0
2014,March,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,9,0,0
2014,March,Oregon,Restaurant,,,,,,6,,
2014,March,Pennsylvania,Restaurant,,,Norovirus unknown,,Confirmed,20,1,0
2014,March,Pennsylvania,Restaurant,,,,,,2,0,0
2014,March,Pennsylvania,Restaurant,,,,,,3,0,0
2014,March,Puerto Rico,Private Home/Residence,"Fish, Unspecified",,Ciguatoxin,,Suspected,3,0,0
2014,March,Rhode Island,Restaurant,,,Norovirus unknown,,Suspected,6,0,0
2014,March,South Carolina,Catering Service,,,Clostridium perfringens,,Suspected,70,0,0
2014,March,Tennessee,Fast Food Restaurant; Restaurant; Unknown,,,Norovirus genogroup I,GI_3B,Confirmed,22,0,0
2014,March,Tennessee,Restaurant,,,,,,9,0,0
2014,March,Texas,,,,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,7,0,0
2014,March,Utah,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,12,1,0
2014,March,Utah,,"Milk, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,19,0,0
2014,March,Virginia,Restaurant,,,,,,7,0,0
2014,March,Virginia,Restaurant,French Fries,,,,,8,0,0
2014,March,Washington,Catering Service,,,Norovirus,,Confirmed,50,0,0
2014,March,Washington,Restaurant,,,,,,3,0,0
2014,March,Washington,Restaurant,"Oysters, Raw",,,,,7,0,0
2014,March,West Virginia,Restaurant,,,,,,39,0,0
2014,March,Wisconsin,,Salad Dressing,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,14,1,0
2014,March,Wisconsin,Catering Service,"Lettuce; Tomatoes; Tortilla, Unspecified",,Norovirus genogroup I,GI_3B,Confirmed,10,0,0
2014,March,Wisconsin,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,7,0,0
2014,March,Wisconsin,Private Home/Residence,,,Norovirus genogroup I,GI_3B,Confirmed,6,0,0
2014,April,Alabama,Private Home/Residence; Religious Facility,,,Salmonella enterica,Enteritidis,Confirmed,8,2,0
2014,April,Arizona,Banquet Facility,Fettuccine Alfredo,,Bacillus cereus,,Suspected,17,0,0
2014,April,California,Restaurant,,,,,,3,0,0
2014,April,California,Fast Food Restaurant,,,Norovirus unknown,,Suspected,3,0,0
2014,April,California,Restaurant,,,,,,3,0,0
2014,April,California,Restaurant,,,Salmonella enterica,Montevideo,Confirmed,22,8,0
2014,April,California,Private Home/Residence; Grocery Store,Pork; Pork,,Salmonella enterica,Agona,Confirmed,5,0,0
2014,April,California,Catering Service; School/College/University,Carrot Salad,,Norovirus unknown,,Suspected,7,0,0
2014,April,Colorado,Private Home/Residence,"Burrito, Chili Verde",,Clostridium perfringens,,Confirmed,40,0,0
2014,April,Connecticut,Banquet Facility,,,Norovirus genogroup I,GI_3B,Confirmed,8,0,0
2014,April,Connecticut,Restaurant,,,,,,3,0,0
2014,April,Florida,Restaurant,,,Norovirus unknown,,Suspected,3,0,0
2014,April,Florida,Restaurant,,,Bacillus cereus,,Suspected,2,0,0
2014,April,Florida,,Frozen Yogurt,"Skim Milk, Pasteurized; Water",Cleaning agents,,Suspected,6,0,0
2014,April,Florida,Restaurant,Buffet,Buffet,Norovirus unknown,,Suspected,16,0,0
2014,April,Florida,Restaurant,,,,,,3,0,0
2014,April,Georgia,Restaurant,Mushroom Swiss Burger,Mushrooms,Clostridium perfringens,,Suspected,2,0,0
2014,April,Idaho,Private Home/Residence,,,Salmonella enterica,Alachua,Confirmed,2,1,0
2014,April,Illinois,Restaurant,,,Norovirus genogroup I,,Confirmed,21,2,0
2014,April,Illinois,Banquet Facility,,,Norovirus unknown,,Suspected,8,0,0
2014,April,Illinois,Fast Food Restaurant,,,Norovirus genogroup II,,Suspected,13,0,0
2014,April,Indiana,Unknown,,,Bacillus cereus,,Suspected,4,0,0
2014,April,Iowa,Banquet Facility; Catering Service,,,Norovirus genogroup I,,Confirmed,148,0,0
2014,April,Iowa,Restaurant,,,Bacillus,,Suspected,7,0,0
2014,April,Louisiana,,,,Clostridium perfringens,,Confirmed,116,0,0
2014,April,Maryland,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,10,0,0
2014,April,Maryland,,"Chicken, Marsala",,Clostridium perfringens; Norovirus genogroup II,Unknown,Confirmed; Confirmed,216,0,0
2014,April,Massachusetts,Fast Food Restaurant; Restaurant,,,,,,21,0,0
2014,April,Massachusetts,,,,Salmonella enterica,Berta,Confirmed,30,,0
2014,April,Michigan,Restaurant,,,,,,2,0,0
2014,April,Michigan,Restaurant,,,,,,4,0,0
2014,April,Michigan,Restaurant,Burritos,Beans,Clostridium perfringens,,Confirmed,39,0,0
2014,April,Michigan,Restaurant,,,,,,6,0,0
2014,April,Michigan,,,,,,,7,0,0
2014,April,Minnesota,Restaurant,,,Norovirus genogroup II,,Confirmed,25,1,0
2014,April,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,4,0,0
2014,April,Minnesota,Unknown,Cupcakes,,Norovirus genogroup I,,Confirmed,15,0,0
2014,April,Minnesota,Restaurant,,,,,,2,0,0
2014,April,Minnesota,School/College/University,"Romaine Lettuce, Unspecified",Romaine Lettuce,"Escherichia coli, Enteroaggregative",O126,Confirmed,4,0,0
2014,April,Missouri,Catering Service,"Gravy, Beef","Gravy, Beef",Clostridium perfringens; Clostridium perfringens,,Confirmed; Confirmed,115,0,0
2014,April,Montana,Banquet Facility,,,Norovirus genogroup II,,Confirmed,13,0,0
2014,April,Multistate,Restaurant,"Ground Beef, Hamburger",Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,7,0
2014,April,Multistate,Fast Food Restaurant,Spinach,Spinach,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,1,0
2014,April,Multistate,Private Home/Residence,Cantaloupe,,Salmonella enterica,Baildon,Confirmed,20,6,0
2014,April,New Hampshire,Restaurant,Rice,,,,,3,0,0
2014,April,New Jersey,Restaurant,,,Norovirus,,Suspected,13,0,0
2014,April,New Mexico,Private Home/Residence,,,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,4,2,0
2014,April,New York,Private Home/Residence,"Fish, Baracuda","Fish, Baracuda",Ciguatoxin,,Confirmed,2,2,0
2014,April,New York,Restaurant,Macaroni Salad,,Norovirus genogroup II,,Confirmed,81,1,0
2014,April,New York,Private Home/Residence,Yellow Fin Tuna,Tuna,Scombroid toxin,,Confirmed,2,0,0
2014,April,New York,Restaurant,Crab Legs,,Salmonella enterica,Enteritidis,Confirmed,4,1,0
2014,April,New York,Nursing Home/Assisted Living Facility,,,Listeria monocytogenes,,Confirmed,2,2,2
2014,April,Ohio,Fast Food Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Suspected,2,0,0
2014,April,Ohio,Restaurant; Private Home/Residence,,,Norovirus genogroup II,GII_13,Confirmed,5,0,0
2014,April,Ohio,Restaurant,"Salad, Unspecified",,Norovirus genogroup II,GII_14,Confirmed,28,1,0
2014,April,Ohio,Restaurant,,,Norovirus,,Suspected,5,0,0
2014,April,Ohio,Fast Food Restaurant,,,,,,3,0,0
2014,April,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,6,0,0
2014,April,Oregon,Nursing Home/Assisted Living Facility,,,Norovirus genogroup II,,Confirmed,36,5,1
2014,April,Pennsylvania,Restaurant,,,,,,9,0,0
2014,April,Pennsylvania,,"Blueberries; Danish; Pancakes, Unspecified; Chicken; Carrots, Unspecified; Cookies, Unspecified; Paella; Potato, Whipped; Lamb; Peppers; Coconut Rice Pudding; Grape Tomatoes",,Bacillus cereus,,Confirmed,31,0,0
2014,April,Pennsylvania,Catering Service,Sushi,,Norovirus,,Suspected,19,1,0
2014,April,Puerto Rico,Catering Service,,,,,,33,0,0
2014,April,Rhode Island,Banquet Facility,,,Norovirus genogroup II,,Confirmed,75,1,0
2014,April,South Carolina,Restaurant,,,Clostridium perfringens,,Confirmed,6,0,0
2014,April,Tennessee,Restaurant,,,,,,4,0,0
2014,April,Tennessee,Restaurant,Lettuce; Tomatoes,Lettuce; Tomato,Norovirus genogroup II,,Confirmed,7,0,0
2014,April,Texas,Restaurant,Spinach Salad,,,,,2,0,0
2014,April,Texas,Restaurant,"Beef, Bbq; Chicken; Pie, Pecan",,,,,3,0,0
2014,April,Utah,Banquet Facility,,,Norovirus,,Suspected,19,1,0
2014,April,Utah,Restaurant,Chicken,,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,18,1,0
2014,April,Virginia,Private Home/Residence; Catering Service,"Chicken, Curry; Chicken, Other",Chicken; Chicken,Clostridium perfringens,,Confirmed,36,0,0
2014,April,Virginia,School/College/University,,,Norovirus genogroup II,Unknown,Suspected,64,0,0
2014,April,Virginia,Restaurant,,,,,,8,0,0
2014,April,Virginia,Fast Food Restaurant,,,Norovirus,,Confirmed,35,0,0
2014,April,Washington,Restaurant,,,,,,2,0,0
2014,April,Washington,Restaurant,,,Norovirus unknown,,Suspected,4,1,0
2014,April,West Virginia,Restaurant,,,Bacillus cereus,,Suspected,11,0,0
2014,April,Wisconsin,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,4,0,0
2014,April,Wisconsin,Banquet Facility,Fruit Salad; Cake,,Norovirus genogroup I,GI_3B,Confirmed,22,0,0
2014,May,Alaska,Private Home/Residence,,,Clostridium perfringens,,Suspected,12,0,0
2014,May,Alaska,Private Home/Residence; Grocery Store,,,Norovirus genogroup II,,Confirmed,17,2,0
2014,May,Arizona,Private Home/Residence; Grocery Store,,,,,,23,0,0
2014,May,California,Fast Food Restaurant,"Fish, Mackeral",,Scombroid toxin,,Confirmed,2,0,0
2014,May,California,Catering Service,,,Clostridium perfringens,,Confirmed,26,1,0
2014,May,California,Banquet Facility,,,Norovirus unknown,,Suspected,19,0,0
2014,May,California,Unknown,"Pork, Carnitas",,Salmonella enterica,Mbandaka,Confirmed,18,7,0
2014,May,California,Restaurant,,,Shigella sonnei,subgroup D,Confirmed,12,0,0
2014,May,California,Fast Food Restaurant,,,Shigella sonnei,,Confirmed,12,2,0
2014,May,California,Restaurant,,,,,,3,0,0
2014,May,California,Restaurant,,,,,,2,0,0
2014,May,California,Restaurant,,,,,,7,0,0
2014,May,California,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,5,1,0
2014,May,California,Restaurant,Burritos,"Fish, Wahoo",Scombroid toxin,,Confirmed,2,0,0
2014,May,California,Restaurant,,,Scombroid toxin,,Confirmed,2,0,0
2014,May,California,Banquet Facility,,,Norovirus unknown,,Suspected,2,0,0
2014,May,California,Restaurant,Specialty/Ethnic Dishes,,Norovirus unknown,,Suspected,7,0,0
2014,May,California,Restaurant,Specialty/Ethnic Dishes; Noodles,,Norovirus unknown,,Suspected,7,0,0
2014,May,California,Private Home/Residence,"Pork; Macaroni Salad; Sandwich, Chicken",,Norovirus unknown,,Confirmed,10,0,0
2014,May,Colorado,Private Home/Residence,,,Salmonella unknown,,Confirmed,6,0,0
2014,May,Colorado,Restaurant,,,Salmonella enterica,Bareilly,Confirmed,2,2,0
2014,May,Colorado,Restaurant,,,,,,2,0,0
2014,May,Connecticut,Restaurant,Chicken,Chicken,Salmonella enterica,Enteritidis,Confirmed,8,3,0
2014,May,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,4,0,0
2014,May,Florida,Restaurant,Salad Bar Items,"Lettuce; Tomatoes, Red Round",Norovirus unknown,,Suspected,4,2,0
2014,May,Florida,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,3,0,0
2014,May,Florida,Private Home/Residence,"Fish, Reef Unspecified","Fish, Reef Unspecified",Ciguatoxin,,Confirmed,2,0,0
2014,May,Florida,Restaurant,,,Norovirus unknown,,Suspected,4,0,0
2014,May,Florida,Fast Food Restaurant,"Soup, Clam Chowder; Garden Salad",,,,,5,0,0
2014,May,Florida,Restaurant,,,Norovirus genogroup II,,Confirmed,6,0,0
2014,May,Florida,Restaurant,,,,,,3,0,0
2014,May,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,3,3,0
2014,May,Georgia,Fast Food Restaurant,,,,,,3,0,0
2014,May,Illinois,Restaurant,Chicken Salad,,Norovirus genogroup II,,Suspected,9,0,0
2014,May,Illinois,Private Home/Residence; Catering Service,,,Norovirus genogroup I,,Suspected,8,1,0
